"Sr.No","Memo ID","Service Centre","Dealership","OEM","Region","State","City","Machine","Date of Memo","Due Date","TotalAmount","Month","Status"
143,"AM/BV/791","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:42 AM","10/01/2023 09:42 AM","88500.00","October","PENDING"
144,"AM/BV/790","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:42 AM","10/01/2023 09:42 AM","70800.00","October","PENDING"
145,"AM/BV/789","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:41 AM","10/01/2023 09:41 AM","88500.00","October","PENDING"
146,"AM/BV/788","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:41 AM","10/01/2023 09:41 AM","88500.00","October","PENDING"
147,"AM/BV/787","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:41 AM","10/01/2023 09:41 AM","70800.00","October","PENDING"
148,"AM/BV/786","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:40 AM","10/01/2023 09:40 AM","88500.00","October","PENDING"
149,"AM/BV/785","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:40 AM","10/01/2023 09:40 AM","88500.00","October","PENDING"
150,"AM/BV/784","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:40 AM","10/01/2023 09:40 AM","70800.00","October","PENDING"
151,"AM/BV/783","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:39 AM","10/01/2023 09:39 AM","88500.00","October","PENDING"
152,"AM/BV/782","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:39 AM","10/01/2023 09:39 AM","88500.00","October","PENDING"
153,"AM/BV/781","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:39 AM","10/01/2023 09:39 AM","70800.00","October","PENDING"
154,"AM/BV/780","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:38 AM","10/01/2023 09:38 AM","88500.00","October","PENDING"
155,"AM/BV/779","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:38 AM","10/01/2023 09:38 AM","88500.00","October","PENDING"
156,"AM/BV/778","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:38 AM","10/01/2023 09:38 AM","70800.00","October","PENDING"
157,"AM/BV/777","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:37 AM","10/01/2023 09:37 AM","88500.00","October","PENDING"
158,"AM/BV/776","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:37 AM","10/01/2023 09:37 AM","88500.00","October","PENDING"
159,"AM/BV/775","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:37 AM","10/01/2023 09:37 AM","70800.00","October","PENDING"
160,"AM/BV/774","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:36 AM","10/01/2023 09:36 AM","88500.00","October","PENDING"
161,"AM/BV/773","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:36 AM","10/01/2023 09:36 AM","88500.00","October","PENDING"
162,"AM/BV/772","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:36 AM","10/01/2023 09:36 AM","70800.00","October","PENDING"
163,"AM/BV/771","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:35 AM","10/01/2023 09:35 AM","88500.00","October","PENDING"
164,"AM/BV/770","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:35 AM","10/01/2023 09:35 AM","88500.00","October","PENDING"
165,"AM/BV/769","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:35 AM","10/01/2023 09:35 AM","70800.00","October","PENDING"
166,"AM/BV/768","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:34 AM","10/01/2023 09:34 AM","88500.00","October","PENDING"
167,"AM/BV/767","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:34 AM","10/01/2023 09:34 AM","88500.00","October","PENDING"
168,"AM/BV/766","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:34 AM","10/01/2023 09:34 AM","70800.00","October","PENDING"
169,"AM/BV/765","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:33 AM","10/01/2023 09:33 AM","88500.00","October","PENDING"
170,"AM/BV/764","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:33 AM","10/01/2023 09:33 AM","88500.00","October","PENDING"
171,"AM/BV/763","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:33 AM","10/01/2023 09:33 AM","70800.00","October","PENDING"
172,"AM/BV/762","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:32 AM","10/01/2023 09:32 AM","88500.00","October","PENDING"
173,"AM/BV/761","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:32 AM","10/01/2023 09:32 AM","88500.00","October","PENDING"
174,"AM/BV/760","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:32 AM","10/01/2023 09:32 AM","70800.00","October","PENDING"
175,"AM/BV/759","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:31 AM","10/01/2023 09:31 AM","88500.00","October","PENDING"
176,"AM/BV/758","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:31 AM","10/01/2023 09:31 AM","88500.00","October","PENDING"
177,"AM/BV/757","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:31 AM","10/01/2023 09:31 AM","70800.00","October","PENDING"
178,"AM/BV/756","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","10/01/2023 09:30 AM","10/01/2023 09:30 AM","88500.00","October","PENDING"
179,"AM/BV/755","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","10/01/2023 09:30 AM","10/01/2023 09:30 AM","88500.00","October","PENDING"
180,"AM/BV/754","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","10/01/2023 09:30 AM","10/01/2023 09:30 AM","70800.00","October","PENDING"
181,"AM/BV/753","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:29 AM","09/01/2023 10:29 AM","88500.00","September","PENDING"
182,"AM/BV/752","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:29 AM","09/01/2023 10:29 AM","88500.00","September","PENDING"
183,"AM/BV/751","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:29 AM","09/01/2023 10:29 AM","70800.00","September","PENDING"
184,"AM/BV/750","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:28 AM","09/01/2023 10:28 AM","88500.00","September","PENDING"
185,"AM/BV/749","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:28 AM","09/01/2023 10:28 AM","88500.00","September","PENDING"
186,"AM/BV/748","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:28 AM","09/01/2023 10:28 AM","70800.00","September","PENDING"
187,"AM/BV/747","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:27 AM","09/01/2023 10:27 AM","88500.00","September","PENDING"
188,"AM/BV/746","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:27 AM","09/01/2023 10:27 AM","88500.00","September","PENDING"
189,"AM/BV/745","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:27 AM","09/01/2023 10:27 AM","70800.00","September","PENDING"
190,"AM/BV/744","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:26 AM","09/01/2023 10:26 AM","88500.00","September","PENDING"
191,"AM/BV/743","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:26 AM","09/01/2023 10:26 AM","88500.00","September","PENDING"
192,"AM/BV/742","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:26 AM","09/01/2023 10:26 AM","70800.00","September","PENDING"
193,"AM/BV/741","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:25 AM","09/01/2023 10:25 AM","88500.00","September","PENDING"
194,"AM/BV/740","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:25 AM","09/01/2023 10:25 AM","88500.00","September","PENDING"
195,"AM/BV/739","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:25 AM","09/01/2023 10:25 AM","70800.00","September","PENDING"
196,"AM/BV/738","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:24 AM","09/01/2023 10:24 AM","88500.00","September","PENDING"
197,"AM/BV/737","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:24 AM","09/01/2023 10:24 AM","88500.00","September","PENDING"
198,"AM/BV/736","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:24 AM","09/01/2023 10:24 AM","70800.00","September","PENDING"
199,"AM/BV/735","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:23 AM","09/01/2023 10:23 AM","88500.00","September","PENDING"
200,"AM/BV/734","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:23 AM","09/01/2023 10:23 AM","88500.00","September","PENDING"
201,"AM/BV/733","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:23 AM","09/01/2023 10:23 AM","70800.00","September","PENDING"
202,"AM/BV/732","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:22 AM","09/01/2023 10:22 AM","88500.00","September","PENDING"
203,"AM/BV/731","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:22 AM","09/01/2023 10:22 AM","88500.00","September","PENDING"
204,"AM/BV/730","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:22 AM","09/01/2023 10:22 AM","70800.00","September","PENDING"
205,"AM/BV/729","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:21 AM","09/01/2023 10:21 AM","88500.00","September","PENDING"
206,"AM/BV/728","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:21 AM","09/01/2023 10:21 AM","88500.00","September","PENDING"
207,"AM/BV/727","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:21 AM","09/01/2023 10:21 AM","70800.00","September","PENDING"
208,"AM/BV/726","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:20 AM","09/01/2023 10:20 AM","88500.00","September","PENDING"
209,"AM/BV/725","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:20 AM","09/01/2023 10:20 AM","88500.00","September","PENDING"
210,"AM/BV/724","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:20 AM","09/01/2023 10:20 AM","70800.00","September","PENDING"
211,"AM/BV/723","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:19 AM","09/01/2023 10:19 AM","88500.00","September","PENDING"
212,"AM/BV/722","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:19 AM","09/01/2023 10:19 AM","88500.00","September","PENDING"
213,"AM/BV/721","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:19 AM","09/01/2023 10:19 AM","70800.00","September","PENDING"
214,"AM/BV/720","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:18 AM","09/01/2023 10:18 AM","88500.00","September","PENDING"
215,"AM/BV/719","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:18 AM","09/01/2023 10:18 AM","88500.00","September","PENDING"
216,"AM/BV/718","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:18 AM","09/01/2023 10:18 AM","70800.00","September","PENDING"
217,"AM/BV/717","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:17 AM","09/01/2023 10:17 AM","88500.00","September","PENDING"
218,"AM/BV/716","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:17 AM","09/01/2023 10:17 AM","88500.00","September","PENDING"
219,"AM/BV/715","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:17 AM","09/01/2023 10:17 AM","70800.00","September","PENDING"
220,"AM/BV/714","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:16 AM","09/01/2023 10:16 AM","88500.00","September","PENDING"
221,"AM/BV/713","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:16 AM","09/01/2023 10:16 AM","88500.00","September","PENDING"
222,"AM/BV/712","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:16 AM","09/01/2023 10:16 AM","70800.00","September","PENDING"
223,"AM/BV/711","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:15 AM","09/01/2023 10:15 AM","88500.00","September","PENDING"
224,"AM/BV/710","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:15 AM","09/01/2023 10:15 AM","88500.00","September","PENDING"
225,"AM/BV/709","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:15 AM","09/01/2023 10:15 AM","70800.00","September","PENDING"
226,"AM/BV/708","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:14 AM","09/01/2023 10:14 AM","88500.00","September","PENDING"
227,"AM/BV/707","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:14 AM","09/01/2023 10:14 AM","88500.00","September","PENDING"
228,"AM/BV/706","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:14 AM","09/01/2023 10:14 AM","70800.00","September","PENDING"
229,"AM/BV/705","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:13 AM","09/01/2023 10:13 AM","88500.00","September","PENDING"
230,"AM/BV/704","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:13 AM","09/01/2023 10:13 AM","88500.00","September","PENDING"
231,"AM/BV/703","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:13 AM","09/01/2023 10:13 AM","70800.00","September","PENDING"
232,"AM/BV/702","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:12 AM","09/01/2023 10:12 AM","88500.00","September","PENDING"
233,"AM/BV/701","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:12 AM","09/01/2023 10:12 AM","88500.00","September","PENDING"
234,"AM/BV/700","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:12 AM","09/01/2023 10:12 AM","70800.00","September","PENDING"
235,"AM/BV/699","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:11 AM","09/01/2023 10:11 AM","88500.00","September","PENDING"
236,"AM/BV/698","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:11 AM","09/01/2023 10:11 AM","88500.00","September","PENDING"
237,"AM/BV/697","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:11 AM","09/01/2023 10:11 AM","70800.00","September","PENDING"
238,"AM/BV/696","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:10 AM","09/01/2023 10:10 AM","88500.00","September","PENDING"
239,"AM/BV/695","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:10 AM","09/01/2023 10:10 AM","88500.00","September","PENDING"
240,"AM/BV/694","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:10 AM","09/01/2023 10:10 AM","70800.00","September","PENDING"
241,"AM/BV/693","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:09 AM","09/01/2023 10:09 AM","88500.00","September","PENDING"
242,"AM/BV/692","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:09 AM","09/01/2023 10:09 AM","88500.00","September","PENDING"
243,"AM/BV/691","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:09 AM","09/01/2023 10:09 AM","70800.00","September","PENDING"
244,"AM/BV/690","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:08 AM","09/01/2023 10:08 AM","88500.00","September","PENDING"
245,"AM/BV/689","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:08 AM","09/01/2023 10:08 AM","88500.00","September","PENDING"
246,"AM/BV/688","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:08 AM","09/01/2023 10:08 AM","70800.00","September","PENDING"
247,"AM/BV/687","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:07 AM","09/01/2023 10:07 AM","88500.00","September","PENDING"
248,"AM/BV/686","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:07 AM","09/01/2023 10:07 AM","88500.00","September","PENDING"
249,"AM/BV/685","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:07 AM","09/01/2023 10:07 AM","70800.00","September","PENDING"
250,"AM/BV/684","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:06 AM","09/01/2023 10:06 AM","88500.00","September","PENDING"
251,"AM/BV/683","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:06 AM","09/01/2023 10:06 AM","88500.00","September","PENDING"
252,"AM/BV/682","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:06 AM","09/01/2023 10:06 AM","70800.00","September","PENDING"
253,"AM/BV/681","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:05 AM","09/01/2023 10:05 AM","88500.00","September","PENDING"
254,"AM/BV/680","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:05 AM","09/01/2023 10:05 AM","88500.00","September","PENDING"
255,"AM/BV/679","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:05 AM","09/01/2023 10:05 AM","70800.00","September","PENDING"
256,"AM/BV/678","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:04 AM","09/01/2023 10:04 AM","88500.00","September","PENDING"
257,"AM/BV/677","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:04 AM","09/01/2023 10:04 AM","88500.00","September","PENDING"
258,"AM/BV/676","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:04 AM","09/01/2023 10:04 AM","70800.00","September","PENDING"
259,"AM/BV/675","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:03 AM","09/01/2023 10:03 AM","88500.00","September","PENDING"
260,"AM/BV/674","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:03 AM","09/01/2023 10:03 AM","88500.00","September","PENDING"
261,"AM/BV/673","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:03 AM","09/01/2023 10:03 AM","70800.00","September","PENDING"
262,"AM/BV/672","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:02 AM","09/01/2023 10:02 AM","88500.00","September","PENDING"
263,"AM/BV/671","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:02 AM","09/01/2023 10:02 AM","88500.00","September","PENDING"
264,"AM/BV/670","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:02 AM","09/01/2023 10:02 AM","70800.00","September","PENDING"
265,"AM/BV/669","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:01 AM","09/01/2023 10:01 AM","88500.00","September","PENDING"
266,"AM/BV/668","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:01 AM","09/01/2023 10:01 AM","88500.00","September","PENDING"
267,"AM/BV/667","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:01 AM","09/01/2023 10:01 AM","70800.00","September","PENDING"
268,"AM/BV/666","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 10:00 AM","09/01/2023 10:00 AM","88500.00","September","PENDING"
269,"AM/BV/665","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 10:00 AM","09/01/2023 10:00 AM","88500.00","September","PENDING"
270,"AM/BV/664","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 10:00 AM","09/01/2023 10:00 AM","70800.00","September","PENDING"
271,"AM/BV/663","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:59 AM","09/01/2023 09:59 AM","88500.00","September","PENDING"
272,"AM/BV/662","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:59 AM","09/01/2023 09:59 AM","88500.00","September","PENDING"
273,"AM/BV/661","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:59 AM","09/01/2023 09:59 AM","70800.00","September","PENDING"
274,"AM/BV/660","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:57 AM","09/01/2023 09:57 AM","88500.00","September","PENDING"
275,"AM/BV/659","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:57 AM","09/01/2023 09:57 AM","88500.00","September","PENDING"
276,"AM/BV/658","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:57 AM","09/01/2023 09:57 AM","70800.00","September","PENDING"
277,"AM/BV/657","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:56 AM","09/01/2023 09:56 AM","88500.00","September","PENDING"
278,"AM/BV/656","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:56 AM","09/01/2023 09:56 AM","88500.00","September","PENDING"
279,"AM/BV/655","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:56 AM","09/01/2023 09:56 AM","70800.00","September","PENDING"
280,"AM/BV/654","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:55 AM","09/01/2023 09:55 AM","88500.00","September","PENDING"
281,"AM/BV/653","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:55 AM","09/01/2023 09:55 AM","88500.00","September","PENDING"
282,"AM/BV/652","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:55 AM","09/01/2023 09:55 AM","70800.00","September","PENDING"
283,"AM/BV/651","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:54 AM","09/01/2023 09:54 AM","88500.00","September","PENDING"
284,"AM/BV/650","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:54 AM","09/01/2023 09:54 AM","88500.00","September","PENDING"
285,"AM/BV/649","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:54 AM","09/01/2023 09:54 AM","70800.00","September","PENDING"
